TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0005887	integral component of plasma membrane	0.00188443614576629	-6.27412662974398	1653	8	0.307692307692308	26	17744	2861,4680,5097,7039,53836,4982,481,1048	GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,ATP1B1,CEACAM5	GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,ATP1B1,CEACAM5
GO:0036454	growth factor complex	0.00584875975910318	-5.14152564720594	4	1	0.0384615384615385	26	17744	3486	IGFBP3	IGFBP3
GO:0042567	insulin-like growth factor ternary complex	0.00584875975910318	-5.14152564720594	4	1	0.0384615384615385	26	17744	3486	IGFBP3	IGFBP3
GO:0016942	insulin-like growth factor binding protein complex	0.00584875975910318	-5.14152564720594	4	1	0.0384615384615385	26	17744	3486	IGFBP3	IGFBP3
GO:0098590	plasma membrane region	0.0100809366643655	-4.59710909760386	926	5	0.192307692307692	26	17744	667,1048,481,55107,7039	DST,CEACAM5,ATP1B1,ANO1,TGFA	DST,CEACAM5,ATP1B1,ANO1,TGFA
GO:0030056	hemidesmosome	0.0116646198154275	-4.45119496594493	8	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005577	fibrinogen complex	0.0131134650952529	-4.33411570680492	9	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0005578	proteinaceous extracellular matrix	0.0132885807980393	-4.32085019916461	342	3	0.115384615384615	26	17744	667,4982,5266	DST,TNFRSF11B,PI3	DST,TNFRSF11B,PI3
GO:0005890	sodium:potassium-exchanging ATPase complex	0.0160050313599934	-4.13485214617495	11	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0031225	anchored component of membrane	0.0209650304581829	-3.86489944554945	153	2	0.0769230769230769	26	17744	4680,1048	CEACAM6,CEACAM5	CEACAM6,CEACAM5
GO:0090533	cation-transporting ATPase complex	0.0217637439727787	-3.82750981422205	15	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0035371	microtubule plus-end	0.0246309343469444	-3.7037521322487	17	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005783	endoplasmic reticulum	0.0278183540111535	-3.58205925990386	1633	6	0.230769230769231	26	17744	667,2861,7052,7039,4102,7057	DST,GPR37,TGM2,TGFA,MAGEA3,THBS1	DST,GPR37,TGM2,TGFA,MAGEA3,THBS1
GO:0005882	intermediate filament	0.0331601847883051	-3.40640537610376	196	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:1904949	ATPase complex	0.0331841046703825	-3.40568429269751	23	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:1990752	microtubule end	0.0331841046703825	-3.40568429269751	23	1	0.0384615384615385	26	17744	667	DST	DST
GO:0098533	ATPase dependent transmembrane transport complex	0.0331841046703825	-3.40568429269751	23	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0005886	plasma membrane	0.0348592692883007	-3.35643620043236	4933	12	0.461538461538462	26	17744	667,2861,4680,5097,7039,53836,4982,1048,7052,481,55107,7057	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1,THBS1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1,THBS1
GO:0031233	intrinsic component of external side of plasma membrane	0.0360191005575109	-3.32370591018711	25	1	0.0384615384615385	26	17744	1048	CEACAM5	CEACAM5
GO:0009897	external side of plasma membrane	0.0392506158411622	-3.23778814465612	215	2	0.0769230769230769	26	17744	1048,7057	CEACAM5,THBS1	CEACAM5,THBS1
GO:0071944	cell periphery	0.040920975392413	-3.19611250161357	5042	12	0.461538461538462	26	17744	667,2861,4680,5097,7039,53836,4982,1048,481,7052,55107,7057	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,ATP1B1,TGM2,ANO1,THBS1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,ATP1B1,TGM2,ANO1,THBS1
GO:0009925	basal plasma membrane	0.0430716628345922	-3.14488997293925	30	1	0.0384615384615385	26	17744	667	DST	DST
GO:0045111	intermediate filament cytoskeleton	0.047503279360782	-3.04695653115028	239	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0031672	A band	0.0486779653900495	-3.0225288073392	34	1	0.0384615384615385	26	17744	667	DST	DST
GO:0010494	cytoplasmic stress granule	0.0514692600284707	-2.96677054217484	36	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:0016324	apical plasma membrane	0.0648995975851837	-2.73491385582778	285	2	0.0769230769230769	26	17744	481,55107	ATP1B1,ANO1	ATP1B1,ANO1
GO:0045178	basal part of cell	0.0666811698134753	-2.70783267756004	47	1	0.0384615384615385	26	17744	667	DST	DST
GO:0014704	intercalated disc	0.0680523790366271	-2.68747759036898	48	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0034707	chloride channel complex	0.0721543941592821	-2.62894709250822	51	1	0.0384615384615385	26	17744	55107	ANO1	ANO1
GO:0012507	ER to Golgi transport vesicle membrane	0.077596749607783	-2.55622973916787	55	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0031093	platelet alpha granule lumen	0.077596749607783	-2.55622973916787	55	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:1902495	transmembrane transporter complex	0.0789368374216504	-2.53910727261496	319	2	0.0769230769230769	26	17744	481,55107	ATP1B1,ANO1	ATP1B1,ANO1
GO:1990351	transporter complex	0.0815074084728656	-2.50706136135906	325	2	0.0769230769230769	26	17744	481,55107	ATP1B1,ANO1	ATP1B1,ANO1
GO:0016529	sarcoplasmic reticulum	0.0843565391211246	-2.47270294933018	60	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0044432	endoplasmic reticulum part	0.0875841601504475	-2.43515511759011	1166	4	0.153846153846154	26	17744	667,2861,7039,7057	DST,GPR37,TGFA,THBS1	DST,GPR37,TGFA,THBS1
GO:0009986	cell surface	0.0880921845708763	-2.42937146086181	725	3	0.115384615384615	26	17744	1048,7039,7057	CEACAM5,TGFA,THBS1	CEACAM5,TGFA,THBS1
GO:0033116	endoplasmic reticulum-Golgi intermediate compartment membrane	0.0883895216322819	-2.42600184993567	63	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0044291	cell-cell contact zone	0.091068681738215	-2.3961413127656	65	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0045177	apical part of cell	0.0929437696323381	-2.37576059629913	351	2	0.0769230769230769	26	17744	481,55107	ATP1B1,ANO1	ATP1B1,ANO1
GO:0016528	sarcoplasm	0.0937402699570471	-2.3672274066427	67	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0030141	secretory granule	0.0947440636260091	-2.35657609000604	355	2	0.0769230769230769	26	17744	6447,7057	SCG5,THBS1	SCG5,THBS1
GO:0005901	caveola	0.101709808529835	-2.28563153485712	73	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0031091	platelet alpha granule	0.104351314152354	-2.25999205184054	75	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0030134	ER to Golgi transport vesicle	0.106985350095448	-2.23506336888975	77	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0000932	P-body	0.108299573278635	-2.22285406516176	78	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:0005925	focal adhesion	0.111394351665399	-2.19467865595753	391	2	0.0769230769230769	26	17744	667,7052	DST,TGM2	DST,TGM2
GO:0005924	cell-substrate adherens junction	0.11281607599954	-2.18199643234645	394	2	0.0769230769230769	26	17744	667,7052	DST,TGM2	DST,TGM2
GO:0044853	plasma membrane raft	0.114842842351485	-2.16419067350017	83	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0030055	cell-substrate junction	0.115196569703116	-2.16111530804636	399	2	0.0769230769230769	26	17744	667,7052	DST,TGM2	DST,TGM2
GO:0034774	secretory granule lumen	0.118746617019189	-2.13076332473264	86	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0098552	side of membrane	0.120480487864784	-2.11626746559625	410	2	0.0769230769230769	26	17744	1048,7057	CEACAM5,THBS1	CEACAM5,THBS1
GO:0005604	basement membrane	0.126504561887412	-2.06747690911371	92	1	0.0384615384615385	26	17744	667	DST	DST
GO:0045095	keratin filament	0.129075919024911	-2.04735452815724	94	1	0.0384615384615385	26	17744	3855	KRT7	KRT7
GO:0031224	intrinsic component of membrane	0.13136632125667	-2.02976551281075	5369	11	0.423076923076923	26	17744	667,2861,4680,5097,7039,53836,4982,1048,7052,481,55107	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1
GO:0030054	cell junction	0.136348919850561	-1.99253809160999	1369	4	0.153846153846154	26	17744	667,481,7052,5097	DST,ATP1B1,TGM2,PCDH1	DST,ATP1B1,TGM2,PCDH1
GO:0060205	cytoplasmic vesicle lumen	0.143088797935457	-1.94428987685735	105	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0031983	vesicle lumen	0.144351890584629	-1.93550127573257	106	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0099503	secretory vesicle	0.146243542920372	-1.92248194481667	462	2	0.0769230769230769	26	17744	6447,7057	SCG5,THBS1	SCG5,THBS1
GO:0005793	endoplasmic reticulum-Golgi intermediate compartment	0.148130436481134	-1.9096620657839	109	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0030018	Z disc	0.149386382533779	-1.90121915813656	110	1	0.0384615384615385	26	17744	667	DST	DST
GO:0042383	sarcolemma	0.158128284316732	-1.84434864933356	117	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0044420	extracellular matrix component	0.159370053457758	-1.8365264006789	118	1	0.0384615384615385	26	17744	667	DST	DST
GO:0031674	I band	0.165552527941485	-1.79846674514784	123	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005789	endoplasmic reticulum membrane	0.174354998304336	-1.74666183805038	989	3	0.115384615384615	26	17744	2861,667,7039	GPR37,DST,TGFA	GPR37,DST,TGFA
GO:0012505	endomembrane system	0.177175739471635	-1.7306131606152	3809	8	0.307692307692308	26	17744	667,2861,3489,6447,7039,4102,7052,7057	DST,GPR37,IGFBP6,SCG5,TGFA,MAGEA3,TGM2,THBS1	DST,GPR37,IGFBP6,SCG5,TGFA,MAGEA3,TGM2,THBS1
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	0.182078458970132	-1.70331759155686	1010	3	0.115384615384615	26	17744	2861,667,7039	GPR37,DST,TGFA	GPR37,DST,TGFA
GO:0030662	coated vesicle membrane	0.183838739664352	-1.69369632051685	138	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0036464	cytoplasmic ribonucleoprotein granule	0.195814817547132	-1.63058587479744	148	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:0044425	membrane part	0.20376385526167	-1.59079352788888	6471	12	0.461538461538462	26	17744	667,2861,4680,5097,7039,53836,4982,1048,7052,481,55107,7057	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1,THBS1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,TGM2,ATP1B1,ANO1,THBS1
GO:0030658	transport vesicle membrane	0.205273839291207	-1.5834103898122	156	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0035770	ribonucleoprotein granule	0.208793316414897	-1.56641043299317	159	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:0016021	integral component of membrane	0.214306329273561	-1.54034884229777	5245	10	0.384615384615385	26	17744	667,2861,4680,5097,7039,53836,4982,481,1048,55107	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,ATP1B1,CEACAM5,ANO1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,ATP1B1,CEACAM5,ANO1
GO:0043209	myelin sheath	0.215787364229514	-1.53346178102572	165	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0030017	sarcomere	0.235282498828703	-1.44696836413357	182	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005911	cell-cell junction	0.238136498357365	-1.4349112472019	635	2	0.0769230769230769	26	17744	481,5097	ATP1B1,PCDH1	ATP1B1,PCDH1
GO:0031410	cytoplasmic vesicle	0.248271965523188	-1.39323049850812	1742	4	0.153846153846154	26	17744	667,6447,7039,7057	DST,SCG5,TGFA,THBS1	DST,SCG5,TGFA,THBS1
GO:0097708	intracellular vesicle	0.24925813581368	-1.38926622949465	1745	4	0.153846153846154	26	17744	667,6447,7039,7057	DST,SCG5,TGFA,THBS1	DST,SCG5,TGFA,THBS1
GO:0044449	contractile fiber part	0.253204571308826	-1.37355753473281	198	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005788	endoplasmic reticulum lumen	0.256519690448481	-1.36054985143665	201	1	0.0384615384615385	26	17744	7057	THBS1	THBS1
GO:0030016	myofibril	0.258721903705975	-1.35200152500951	203	1	0.0384615384615385	26	17744	667	DST	DST
GO:0099513	polymeric cytoskeletal fiber	0.264479501019201	-1.32999153155972	683	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0005912	adherens junction	0.268330604968493	-1.31553545810266	690	2	0.0769230769230769	26	17744	667,7052	DST,TGM2	DST,TGM2
GO:0043292	contractile fiber	0.269639219573982	-1.31067043732692	213	1	0.0384615384615385	26	17744	667	DST	DST
GO:0070161	anchoring junction	0.277687199611845	-1.28125998003552	707	2	0.0769230769230769	26	17744	667,7052	DST,TGM2	DST,TGM2
GO:0030135	coated vesicle	0.29730553402188	-1.21299493488332	239	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0005938	cell cortex	0.29730553402188	-1.21299493488332	239	1	0.0384615384615385	26	17744	667	DST	DST
GO:0045121	membrane raft	0.331967347936838	-1.10271866449012	273	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0098857	membrane microdomain	0.332961501058088	-1.0997284081235	274	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0034702	ion channel complex	0.341845093441495	-1.07339758768279	283	1	0.0384615384615385	26	17744	55107	ANO1	ANO1
GO:0099568	cytoplasmic region	0.347704168639852	-1.05640325085454	289	1	0.0384615384615385	26	17744	667	DST	DST
GO:0000151	ubiquitin ligase complex	0.348675792342108	-1.05361275030257	290	1	0.0384615384615385	26	17744	2861	GPR37	GPR37
GO:0099512	supramolecular fiber	0.377438174598037	-0.974348499605033	890	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0099081	supramolecular polymer	0.381177223528062	-0.964490858388882	897	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0099080	supramolecular complex	0.381710716691828	-0.963092243408608	898	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0043235	receptor complex	0.383663469373313	-0.957989492481821	327	1	0.0384615384615385	26	17744	2861	GPR37	GPR37
GO:0030133	transport vesicle	0.396424836395287	-0.925268823606882	341	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0044433	cytoplasmic vesicle part	0.399218963030833	-0.918245233090794	931	2	0.0769230769230769	26	17744	7039,7057	TGFA,THBS1	TGFA,THBS1
GO:0031252	cell leading edge	0.403602571229388	-0.907324619786139	349	1	0.0384615384615385	26	17744	667	DST	DST
GO:0098589	membrane region	0.405384139469299	-0.902920168893606	351	1	0.0384615384615385	26	17744	481	ATP1B1	ATP1B1
GO:0030424	axon	0.430648842138786	-0.842462272386848	380	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005874	microtubule	0.44663842662773	-0.806005900671779	399	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005635	nuclear envelope	0.46782069977267	-0.75967017661763	425	1	0.0384615384615385	26	17744	667	DST	DST
GO:0043227	membrane-bounded organelle	0.512979623972125	-0.667519153952784	11956	18	0.692307692307692	26	17744	3855,3489,7039,6590,481,7032,55107,5266,7057,1999,667,2861,6447,4102,7052,1048,11030,3486	KRT7,IGFBP6,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,MAGEA3,TGM2,CEACAM5,RBPMS,IGFBP3	KRT7,IGFBP6,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,MAGEA3,TGM2,CEACAM5,RBPMS,IGFBP3
GO:0030659	cytoplasmic vesicle membrane	0.519599048907204	-0.654697824620001	493	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0012506	vesicle membrane	0.531766018181409	-0.631551701836155	510	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:1902494	catalytic complex	0.562262178233607	-0.575787028557617	1265	2	0.0769230769230769	26	17744	2861,481	GPR37,ATP1B1	GPR37,ATP1B1
GO:0098805	whole membrane	0.59923991630751	-0.512093232997357	1351	2	0.0769230769230769	26	17744	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
GO:0048471	perinuclear region of cytoplasm	0.606025780122225	-0.500832752361868	624	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0005794	Golgi apparatus	0.640974130865822	-0.444766180339467	1455	2	0.0769230769230769	26	17744	3489,7039	IGFBP6,TGFA	IGFBP6,TGFA
GO:0000139	Golgi membrane	0.643695898445208	-0.440528871786017	690	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0044430	cytoskeletal part	0.660240958525365	-0.415150421915524	1506	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0030529	intracellular ribonucleoprotein complex	0.669902496630615	-0.40062310460426	740	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:1990904	ribonucleoprotein complex	0.670407232855566	-0.399869941006762	741	1	0.0384615384615385	26	17744	11030	RBPMS	RBPMS
GO:1990234	transferase complex	0.671916993029594	-0.397620468365883	744	1	0.0384615384615385	26	17744	2861	GPR37	GPR37
GO:0016020	membrane	0.718423368148447	-0.330696234476894	8856	12	0.461538461538462	26	17744	667,2861,4680,5097,7039,53836,4982,1048,481,7052,55107,7057	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,ATP1B1,TGM2,ANO1,THBS1	DST,GPR37,CEACAM6,PCDH1,TGFA,GPR87,TNFRSF11B,CEACAM5,ATP1B1,TGM2,ANO1,THBS1
GO:0043226	organelle	0.732676396584986	-0.311051152631567	12875	18	0.692307692307692	26	17744	3855,3489,7039,6590,481,7032,55107,5266,7057,1999,667,2861,6447,4102,7052,1048,11030,3486	KRT7,IGFBP6,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,MAGEA3,TGM2,CEACAM5,RBPMS,IGFBP3	KRT7,IGFBP6,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,MAGEA3,TGM2,CEACAM5,RBPMS,IGFBP3
GO:0032991	macromolecular complex	0.735716543267184	-0.306910365865873	4758	6	0.230769230769231	26	17744	2861,481,11030,55107,3486,7057	GPR37,ATP1B1,RBPMS,ANO1,IGFBP3,THBS1	GPR37,ATP1B1,RBPMS,ANO1,IGFBP3,THBS1
GO:0044431	Golgi apparatus part	0.741886416687025	-0.29855912477348	900	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0043005	neuron projection	0.761469003919894	-0.272505811454478	951	1	0.0384615384615385	26	17744	667	DST	DST
GO:0044444	cytoplasmic part	0.801005097299891	-0.22188796826375	7950	10	0.384615384615385	26	17744	667,2861,3489,6447,7039,4102,8821,7052,11030,7057	DST,GPR37,IGFBP6,SCG5,TGFA,MAGEA3,INPP4B,TGM2,RBPMS,THBS1	DST,GPR37,IGFBP6,SCG5,TGFA,MAGEA3,INPP4B,TGM2,RBPMS,THBS1
GO:0015630	microtubule cytoskeleton	0.804833675625957	-0.217119637040459	1080	1	0.0384615384615385	26	17744	667	DST	DST
GO:0031967	organelle envelope	0.812017100293988	-0.208233879566852	1104	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005856	cytoskeleton	0.812339389812233	-0.207837058395592	2018	2	0.0769230769230769	26	17744	667,3855	DST,KRT7	DST,KRT7
GO:0031975	envelope	0.812896946815584	-0.207150934153032	1107	1	0.0384615384615385	26	17744	667	DST	DST
GO:0097458	neuron part	0.856321502350748	-0.155109386497132	1275	1	0.0384615384615385	26	17744	667	DST	DST
GO:0005737	cytoplasm	0.884766204122729	-0.122431845007378	10583	13	0.5	26	17744	667,2861,3855,3489,6447,7039,4102,8821,7052,11030,55107,1999,7057	DST,GPR37,KRT7,IGFBP6,SCG5,TGFA,MAGEA3,INPP4B,TGM2,RBPMS,ANO1,ELF3,THBS1	DST,GPR37,KRT7,IGFBP6,SCG5,TGFA,MAGEA3,INPP4B,TGM2,RBPMS,ANO1,ELF3,THBS1
GO:0005829	cytosol	0.894463809407254	-0.111530835871132	3360	3	0.115384615384615	26	17744	667,7052,8821	DST,TGM2,INPP4B	DST,TGM2,INPP4B
GO:0005739	mitochondrion	0.92019652130641	-0.0831680216347799	1643	1	0.0384615384615385	26	17744	7052	TGM2	TGM2
GO:0098588	bounding membrane of organelle	0.929325905516813	-0.0732957884307407	1718	1	0.0384615384615385	26	17744	7039	TGFA	TGFA
GO:0042995	cell projection	0.939653194775486	-0.0622444135220381	1815	1	0.0384615384615385	26	17744	667	DST	DST
GO:0043228	non-membrane-bounded organelle	0.941009980209084	-0.0608015334922308	3827	3	0.115384615384615	26	17744	667,3855,11030	DST,KRT7,RBPMS	DST,KRT7,RBPMS
GO:0043232	intracellular non-membrane-bounded organelle	0.941009980209084	-0.0608015334922308	3827	3	0.115384615384615	26	17744	667,3855,11030	DST,KRT7,RBPMS	DST,KRT7,RBPMS
GO:0043234	protein complex	0.942947922349133	-0.0587442233782948	2919	2	0.0769230769230769	26	17744	3486,7057	IGFBP3,THBS1	IGFBP3,THBS1
