TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
SMP00685	Alvimopan Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00400	Oxybuprocaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00394	Chloroprocaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00414	Carfentanil Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00397	Levobupivacaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00676	Dezocine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00413	Alfentanil Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00395	Cocaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00412	Oxymorphone Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00688	Naloxone Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00403	Proparacaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00677	Levomethadyl Acetate Action Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00683	Levallorphan Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00402	Procaine Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00680	Dimethylthiambutene Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00409	Oxycodone Action Pathway	0.05175816216839	-2.96117313621296	26	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00691	Nalbuphine Action Pathway	0.0537213957871776	-2.92394392502917	27	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00423	Desipramine Action Pathway	0.0537213957871776	-2.92394392502917	27	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00398	Lidocaine (Local Anaesthetic) Action Pathway	0.0556825949668657	-2.88808765903359	28	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00405	Codeine Action Pathway	0.0576417597074691	-2.85350797904082	29	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00407	Heroin Action Pathway	0.0576417597074691	-2.85350797904082	29	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00422	Imipramine Action Pathway	0.0595988900093393	-2.82011832908864	30	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00426	Fluoxetine Action Pathway	0.0615539858719079	-2.78784067017207	31	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00424	Citalopram Action Pathway	0.0635070472957932	-2.75660439820532	32	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00431	Nicotine Action Pathway	0.0635070472957932	-2.75660439820532	32	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00408	Methadone Action Pathway	0.0635070472957932	-2.75660439820532	32	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00078	Chlorothiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00088	Bumetanide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00115	Furosemide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00105	Metolazone Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00197	Lysinuric Protein Intolerance	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00245	Glucose Transporter Defect (SGLT2)	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00090	Bendroflumethiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00100	Hydrochlorothiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00583	Blue diaper syndrome	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00135	Eplerenone Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00483	Kidney Function	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00081	Methyclothiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00108	Hydroflumethiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00723	Cystinuria	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00134	Spironolactone Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00118	Torsemide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00189	Hartnup Disorder	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00133	Amiloride Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00184	Glucose Transporter Defect (SGLT2)	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00097	Ethacrynic Acid Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00091	Quinethazone Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00585	Lysinuric protein intolerance (LPI)	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00132	Triamterene Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00103	Cyclothiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00110	Indapamide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00193	Iminoglycinuria	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00121	Trichlormethiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00080	Polythiazide Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00122	Chlorthalidone Action Pathway	0.0674070668262955	-2.69700541750532	34	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00406	Morphine Action Pathway	0.0790582988823599	-2.5375697381379	40	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00306	Pindolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00323	Quinidine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00660	Sotalol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00379	Nifedipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00325	Disopyramide Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00669	Practolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00667	Metipranolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00380	Nimodipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00381	Nisoldipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00659	Timolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00661	Epinephrine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00324	Procainamide (Antiarrhythmic) Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00366	Nebivolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00377	Felodipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00296	Acebutolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00305	Penbutolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00663	Isoprenaline Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00658	Carteolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00657	Bopindolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00664	Arbutamine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00588	Muscle/Heart Contraction	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00298	Atenolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00304	Oxprenolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00332	Ibutilide Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00665	Amiodarone Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00378	Isradipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00670	Bupranolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00303	Nadolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00297	Alprenolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00331	Flecainide Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00359	Diltiazem Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00375	Verapamil Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00382	Nitrendipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00662	Dobutamine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00329	Mexiletine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00302	Metoprolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00300	Bisoprolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00376	Amlodipine Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00301	Esmolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00299	Betaxolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00330	Tocainide Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00307	Propranolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00326	Fosphenytoin (Antiarrhythmic) Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00666	Levobunolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00668	Bevantolol Action Pathway	0.11167239022008	-2.1921857814365	57	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00368	Labetalol Action Pathway	0.113572556230182	-2.17531338436162	58	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00367	Carvedilol Action Pathway	0.113572556230182	-2.17531338436162	58	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00328	Lidocaine (Antiarrhythmic) Action Pathway	0.115470687801523	-2.15873856649742	59	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00327	Phenytoin (Antiarrhythmic) Action Pathway	0.149289167016886	-1.90187013556322	77	1	0.5	2	992	481	ATP1B1	ATP1B1
SMP00706	Tenoxicam Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00693	Antrafenine Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00102	Bromfenac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00699	Lumiracoxib Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00098	Ketorolac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00106	Meloxicam Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00707	Salsalate Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00085	Ketoprofen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00692	Antipyrine Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP02358	The oncogenic action of L-2-hydroxyglutarate in  Hydroxygluaricaciduria	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00353	Leukotriene C4 Synthesis Deficiency	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00700	Lornoxicam Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00701	Phenylbutazone Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00640	Acetaminophen Metabolism Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00094	Sulindac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00114	Nabumetone Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00109	Mefenamic Acid Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00113	Oxaprozin Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00702	Nepafenac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00698	Magnesium salicylate Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00289	Diflunisal Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00708	Salicylate-sodium Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00077	Piroxicam Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00083	Acetylsalicylic Acid Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00710	Acetaminophen  Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00697	Flurbiprofen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00084	Etodolac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00075	Arachidonic Acid Metabolism	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00696	Fenoprofen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00703	Trisalicylate-choline Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00709	Salicylic Acid Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00093	Diclofenac Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00695	Etoricoxib Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00101	Suprofen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00704	Tolmetin Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00694	Carprofen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00705	Tiaprofenic Acid Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00087	Rofecoxib Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00116	Valdecoxib Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00120	Naproxen Action Pathway	0.99999999999893	-1.07039377361673e-12	28	0	0	2	992
SMP00228	Pantoprazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00580	GLUT-1 deficiency syndrome	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00232	Cimetidine Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00444	Lactose Synthesis	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00335	Intracellular Signalling Through Histamine H2 Receptor and Histamine	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00351	GABA-Transaminase Deficiency	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00610	Clopidogrel Metabolism Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00225	Esomeprazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00716	Thyroid hormone synthesis	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00604	Cyclophosphamide Metabolism Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00230	Ranitidine Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00734	Roxatidine acetate Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00499	Beta-mercaptolactate-cysteine disulfiduria	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00333	Intracellular Signalling Through FSH Receptor and Follicle Stimulating Hormone	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00226	Omeprazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00735	Metiamide Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00013	Cysteine Metabolism	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00260	Clopidogrel Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00452	Threonine and 2-Oxobutanoate Degradation	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00492	Ureidopropionase deficiency	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00722	Cystinosis- ocular nonnephropathic	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00736	Betazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00589	Gastric Acid Production	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00229	Rabeprazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00233	Nizatidine Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00312	Excitatory Neural Signalling Through 5-HTR 6 and Serotonin 	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00493	Carnosinuria- carnosinemia	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00309	Excitatory Neural Signalling Through 5-HTR 4 and Serotonin	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00311	Excitatory Neural Signalling Through 5-HTR 7 and  Serotonin 	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00007	Beta-Alanine Metabolism	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00227	Lansoprazole Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00231	Famotidine Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00246	Pirenzepine Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00579	Congenital disorder of glycosylation CDG-IId	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00447	Cyclophosphamide Action Pathway	0.999999999999019	-9.80723870711887e-13	9	0	0	2	992
SMP00219	UMP Synthase Deiciency (Orotic Aciduria)	0.999999999999176	-8.23711541683703e-13	23	0	0	2	992
SMP00202	MNGIE (Mitochondrial Neurogastrointestinal Encephalopathy)	0.999999999999176	-8.23711541683703e-13	23	0	0	2	992
SMP00172	Beta Ureidopropionase Deficiency	0.999999999999176	-8.23711541683703e-13	23	0	0	2	992
SMP00046	Pyrimidine Metabolism	0.999999999999176	-8.23711541683703e-13	23	0	0	2	992
SMP00178	Dihydropyrimidinase Deficiency	0.999999999999176	-8.23711541683703e-13	23	0	0	2	992
SMP00037	Lysine Degradation	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP02313	sarcosine oncometabolite pathway 	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00002	Carbamoyl Phosphate Synthetase Deficiency	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00186	Glutaric Aciduria Type I	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00003	Argininosuccinic Aciduria	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00528	Hyperlysinemia II or Saccharopinuria	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00527	Hyperlysinemia I- Familial	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00043	Galactose Metabolism	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00603	Gemcitabine Metabolism Pathway	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00205	Ornithine Transcarbamylase Deficiency (OTC Deficiency)	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00239	Saccharopinuria/Hyperlysinemia II	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00446	Gemcitabine Action Pathway	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00719	2-aminoadipic 2-oxoadipic aciduria	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00357	Argininemia	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00571	Pyridoxine dependency with seizures	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
SMP00182	Galactosemia	0.999999999999208	-7.91630053609965e-13	13	0	0	2	992
