TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
GO:0034605	cellular response to heat	0.00169824275005665	-6.37816123896916	39	2	0.0769230769230769	26	16543	55107,7057	ANO1,THBS1	ANO1,THBS1
GO:0071622	regulation of granulocyte chemotaxis	0.00169824275005665	-6.37816123896916	39	2	0.0769230769230769	26	16543	2921,7057	CXCL3,THBS1	CXCL3,THBS1
GO:0010647	positive regulation of cell communication	0.00174509761709947	-6.35094478386117	1523	8	0.307692307692308	26	16543	2861,7039,4982,7052,11030,55107,7057,3486	GPR37,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3	GPR37,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3
GO:0048584	positive regulation of response to stimulus	0.00175012261364161	-6.34806942856309	1905	9	0.346153846153846	26	16543	2861,2921,7039,4982,7052,11030,55107,7057,3486	GPR37,CXCL3,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3	GPR37,CXCL3,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3
GO:0023056	positive regulation of signaling	0.00180503482423864	-6.3171753941764	1531	8	0.307692307692308	26	16543	2861,7039,4982,7052,11030,55107,7057,3486	GPR37,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3	GPR37,TGFA,TNFRSF11B,TGM2,RBPMS,ANO1,THBS1,IGFBP3
GO:0001934	positive regulation of protein phosphorylation	0.00204907160426318	-6.19036846438029	880	6	0.230769230769231	26	16543	2861,4982,11030,7039,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1
GO:0050794	regulation of cellular process	0.00212517742232975	-6.15389998723003	10082	23	0.884615384615385	26	16543	4680,7130,3489,2921,7039,6590,481,7032,55107,5266,7057,1999,667,2861,6447,53836,4102,8821,4982,1048,7052,11030,3486	CEACAM6,TNFAIP6,IGFBP6,CXCL3,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,RBPMS,IGFBP3	CEACAM6,TNFAIP6,IGFBP6,CXCL3,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,RBPMS,IGFBP3
GO:1902533	positive regulation of intracellular signal transduction	0.00223252384586963	-6.10462256403007	895	6	0.230769230769231	26	16543	2861,4982,7052,7039,3486,7057	GPR37,TNFRSF11B,TGM2,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,TGM2,TGFA,IGFBP3,THBS1
GO:0052548	regulation of endopeptidase activity	0.00234954167483062	-6.05353500183425	364	4	0.153846153846154	26	16543	6590,5266,4102,7057	SLPI,PI3,MAGEA3,THBS1	SLPI,PI3,MAGEA3,THBS1
GO:0042327	positive regulation of phosphorylation	0.00253787042822104	-5.97642996370356	918	6	0.230769230769231	26	16543	2861,4982,11030,7039,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1
GO:0052547	regulation of peptidase activity	0.00295965502557456	-5.82268256285211	388	4	0.153846153846154	26	16543	6590,5266,4102,7057	SLPI,PI3,MAGEA3,THBS1	SLPI,PI3,MAGEA3,THBS1
GO:0051346	negative regulation of hydrolase activity	0.00304287735814716	-5.7949517118216	391	4	0.153846153846154	26	16543	6590,5266,4102,7057	SLPI,PI3,MAGEA3,THBS1	SLPI,PI3,MAGEA3,THBS1
GO:0030335	positive regulation of cell migration	0.00312769752885066	-5.76745815891239	394	4	0.153846153846154	26	16543	4680,7130,2921,7057	CEACAM6,TNFAIP6,CXCL3,THBS1	CEACAM6,TNFAIP6,CXCL3,THBS1
GO:0018153	isopeptide cross-linking via N6-(L-isoglutamyl)-L-lysine	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	7052	TGM2	TGM2
GO:0044861	protein transport into plasma membrane raft	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0042489	negative regulation of odontogenesis of dentin-containing tooth	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	4982	TNFRSF11B	TNFRSF11B
GO:0010752	regulation of cGMP-mediated signaling	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0018262	isopeptide cross-linking	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	7052	TGM2	TGM2
GO:1903281	positive regulation of calcium:sodium antiporter activity	0.00314094820053195	-5.76323054995545	2	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0018149	peptide cross-linking	0.00347201802551889	-5.6630192905158	56	2	0.0769230769230769	26	16543	7052,7057	TGM2,THBS1	TGM2,THBS1
GO:0043408	regulation of MAPK cascade	0.0034788333591072	-5.66105828303766	670	5	0.192307692307692	26	16543	2861,4982,7039,3486,7057	GPR37,TNFRSF11B,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,TGFA,IGFBP3,THBS1
GO:0010646	regulation of cell communication	0.00349987071830544	-5.655029248796	2988	11	0.423076923076923	26	16543	2861,3489,6447,7039,4102,4982,7052,11030,55107,3486,7057	GPR37,IGFBP6,SCG5,TGFA,MAGEA3,TNFRSF11B,TGM2,RBPMS,ANO1,IGFBP3,THBS1	GPR37,IGFBP6,SCG5,TGFA,MAGEA3,TNFRSF11B,TGM2,RBPMS,ANO1,IGFBP3,THBS1
GO:2000147	positive regulation of cell motility	0.00354510150139361	-5.64218848713894	408	4	0.153846153846154	26	16543	4680,7130,2921,7057	CEACAM6,TNFAIP6,CXCL3,THBS1	CEACAM6,TNFAIP6,CXCL3,THBS1
GO:0044700	single organism signaling	0.00363684743882604	-5.6166380608392	5049	15	0.576923076923077	26	16543	667,2861,4680,7130,5097,3489,6447,2921,53836,8821,4982,7032,7052,481,55107	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,TFF2,TGM2,ATP1B1,ANO1	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,TFF2,TGM2,ATP1B1,ANO1
GO:0023052	signaling	0.00366786409335988	-5.60814577724822	5053	15	0.576923076923077	26	16543	667,2861,4680,7130,5097,3489,6447,2921,53836,8821,4982,481,7032,7052,55107	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,ATP1B1,TFF2,TGM2,ANO1	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,ATP1B1,TFF2,TGM2,ANO1
GO:0030334	regulation of cell migration	0.00368388941675406	-5.60378617820734	679	5	0.192307692307692	26	16543	4680,7130,2921,3486,7057	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1
GO:0051272	positive regulation of cellular component movement	0.0038656117557571	-5.55563532854752	418	4	0.153846153846154	26	16543	4680,7130,2921,7057	CEACAM6,TNFAIP6,CXCL3,THBS1	CEACAM6,TNFAIP6,CXCL3,THBS1
GO:0048583	regulation of response to stimulus	0.00416206902728206	-5.48174296602519	3535	12	0.461538461538462	26	16543	2861,7130,3489,2921,7039,4102,4982,7052,11030,55107,3486,7057	GPR37,TNFAIP6,IGFBP6,CXCL3,TGFA,MAGEA3,TNFRSF11B,TGM2,RBPMS,ANO1,IGFBP3,THBS1	GPR37,TNFAIP6,IGFBP6,CXCL3,TGFA,MAGEA3,TNFRSF11B,TGM2,RBPMS,ANO1,IGFBP3,THBS1
GO:0007154	cell communication	0.00435549932306573	-5.4363160201259	5135	15	0.576923076923077	26	16543	667,2861,4680,7130,5097,3489,6447,2921,53836,8821,4982,481,7032,7052,55107	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,ATP1B1,TFF2,TGM2,ANO1	DST,GPR37,CEACAM6,TNFAIP6,PCDH1,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,ATP1B1,TFF2,TGM2,ANO1
GO:0040017	positive regulation of locomotion	0.00441873074894389	-5.42190278500353	434	4	0.153846153846154	26	16543	4680,7130,2921,7057	CEACAM6,TNFAIP6,CXCL3,THBS1	CEACAM6,TNFAIP6,CXCL3,THBS1
GO:0045937	positive regulation of phosphate metabolic process	0.00461005161388593	-5.37951622596555	1035	6	0.230769230769231	26	16543	2861,4982,11030,7039,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1
GO:0010562	positive regulation of phosphorus metabolic process	0.00461005161388593	-5.37951622596555	1035	6	0.230769230769231	26	16543	2861,4982,11030,7039,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1
GO:0010751	negative regulation of nitric oxide mediated signal transduction	0.00470786285791838	-5.35852121959241	3	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:1903279	regulation of calcium:sodium antiporter activity	0.00470786285791838	-5.35852121959241	3	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0002581	negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0.00470786285791838	-5.35852121959241	3	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:1903288	positive regulation of potassium ion import	0.00470786285791838	-5.35852121959241	3	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0009967	positive regulation of signal transduction	0.00492776791584751	-5.3128691488584	1407	7	0.269230769230769	26	16543	2861,4982,7052,11030,7039,3486,7057	GPR37,TNFRSF11B,TGM2,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,TGM2,RBPMS,TGFA,IGFBP3,THBS1
GO:0007165	signal transduction	0.00493121255950998	-5.31217036589372	4644	14	0.538461538461538	26	16543	667,2861,4680,7130,3489,6447,2921,53836,8821,4982,7032,7052,481,55107	DST,GPR37,CEACAM6,TNFAIP6,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,TFF2,TGM2,ATP1B1,ANO1	DST,GPR37,CEACAM6,TNFAIP6,IGFBP6,SCG5,CXCL3,GPR87,INPP4B,TNFRSF11B,TFF2,TGM2,ATP1B1,ANO1
GO:2000145	regulation of cell motility	0.00498607452851166	-5.301106346437	729	5	0.192307692307692	26	16543	4680,7130,2921,3486,7057	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1
GO:0006950	response to stress	0.00520164854278866	-5.25877967617798	3139	11	0.423076923076923	26	16543	667,7130,2921,6590,4982,7032,481,11030,55107,1999,7057	DST,TNFAIP6,CXCL3,SLPI,TNFRSF11B,TFF2,ATP1B1,RBPMS,ANO1,ELF3,THBS1	DST,TNFAIP6,CXCL3,SLPI,TNFRSF11B,TFF2,ATP1B1,RBPMS,ANO1,ELF3,THBS1
GO:0044092	negative regulation of molecular function	0.00537507496152025	-5.22598275873631	1068	6	0.230769230769231	26	16543	6590,6447,53836,5266,4102,7057	SLPI,SCG5,GPR87,PI3,MAGEA3,THBS1	SLPI,SCG5,GPR87,PI3,MAGEA3,THBS1
GO:0050789	regulation of biological process	0.00552870415841408	-5.19780182030803	10614	23	0.884615384615385	26	16543	4680,7130,3489,2921,7039,6590,481,7032,55107,5266,7057,1999,667,2861,6447,53836,4102,8821,4982,1048,7052,11030,3486	CEACAM6,TNFAIP6,IGFBP6,CXCL3,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,RBPMS,IGFBP3	CEACAM6,TNFAIP6,IGFBP6,CXCL3,TGFA,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,DST,GPR37,SCG5,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,RBPMS,IGFBP3
GO:0048661	positive regulation of smooth muscle cell proliferation	0.00567452221858262	-5.17176890971702	72	2	0.0769230769230769	26	16543	7052,7057	TGM2,THBS1	TGM2,THBS1
GO:0040011	locomotion	0.00580422134302813	-5.1491698083972	1085	6	0.230769230769231	26	16543	667,2861,4680,481,2921,7057	DST,GPR37,CEACAM6,ATP1B1,CXCL3,THBS1	DST,GPR37,CEACAM6,ATP1B1,CXCL3,THBS1
GO:0070098	chemokine-mediated signaling pathway	0.00598490182629686	-5.11851534339882	74	2	0.0769230769230769	26	16543	7032,2921	TFF2,CXCL3	TFF2,CXCL3
GO:1903278	positive regulation of sodium ion export from cell	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:1903286	regulation of potassium ion import	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0044860	protein localization to plasma membrane raft	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:2001027	negative regulation of endothelial cell chemotaxis	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0010746	regulation of plasma membrane long-chain fatty acid transport	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0042483	negative regulation of odontogenesis	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	4982	TNFRSF11B	TNFRSF11B
GO:1903276	regulation of sodium ion export from cell	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0010749	regulation of nitric oxide mediated signal transduction	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0018199	peptidyl-glutamine modification	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	7052	TGM2	TGM2
GO:1903273	regulation of sodium ion export	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0015705	iodide transport	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	55107	ANO1	ANO1
GO:1903275	positive regulation of sodium ion export	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0010748	negative regulation of plasma membrane long-chain fatty acid transport	0.00627240914370622	-5.07159476469011	4	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0010941	regulation of cell death	0.00655259721332661	-5.02789378681013	1482	7	0.269230769230769	26	16543	2861,4982,1048,7052,4102,3486,7057	GPR37,TNFRSF11B,CEACAM5,TGM2,MAGEA3,IGFBP3,THBS1	GPR37,TNFRSF11B,CEACAM5,TGM2,MAGEA3,IGFBP3,THBS1
GO:0032268	regulation of cellular protein metabolic process	0.00663151771402548	-5.01592158483906	2312	9	0.346153846153846	26	16543	2861,7039,4102,6590,4982,11030,5266,7057,3486	GPR37,TGFA,MAGEA3,SLPI,TNFRSF11B,RBPMS,PI3,THBS1,IGFBP3	GPR37,TGFA,MAGEA3,SLPI,TNFRSF11B,RBPMS,PI3,THBS1,IGFBP3
GO:0002690	positive regulation of leukocyte chemotaxis	0.00679414348291436	-4.9916942904037	79	2	0.0769230769230769	26	16543	2921,7057	CXCL3,THBS1	CXCL3,THBS1
GO:0040012	regulation of locomotion	0.00691374470055516	-4.9742438631637	788	5	0.192307692307692	26	16543	4680,7130,2921,3486,7057	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1
GO:0050790	regulation of catalytic activity	0.00696180835776878	-4.96731601686507	2329	9	0.346153846153846	26	16543	6447,7039,53836,4102,6590,481,5266,7057,3486	SCG5,TGFA,GPR87,MAGEA3,SLPI,ATP1B1,PI3,THBS1,IGFBP3	SCG5,TGFA,GPR87,MAGEA3,SLPI,ATP1B1,PI3,THBS1,IGFBP3
GO:0031401	positive regulation of protein modification process	0.00697322754575019	-4.9656770988721	1127	6	0.230769230769231	26	16543	2861,4982,11030,7039,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,IGFBP3,THBS1
GO:0006952	defense response	0.00697322754575019	-4.9656770988721	1127	6	0.230769230769231	26	16543	6590,4982,7130,2921,7057,1999	SLPI,TNFRSF11B,TNFAIP6,CXCL3,THBS1,ELF3	SLPI,TNFRSF11B,TNFAIP6,CXCL3,THBS1,ELF3
GO:0051270	regulation of cellular component movement	0.00706109177143062	-4.95315559758711	792	5	0.192307692307692	26	16543	4680,7130,2921,3486,7057	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1	CEACAM6,TNFAIP6,CXCL3,IGFBP3,THBS1
GO:0070613	regulation of protein processing	0.00713103366705452	-4.94329908072225	81	2	0.0769230769230769	26	16543	4102,7057	MAGEA3,THBS1	MAGEA3,THBS1
GO:0007186	G-protein coupled receptor signaling pathway	0.00715341322357915	-4.94016566225575	1133	6	0.230769230769231	26	16543	2861,7052,6447,2921,55107,53836	GPR37,TGM2,SCG5,CXCL3,ANO1,GPR87	GPR37,TGM2,SCG5,CXCL3,ANO1,GPR87
GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.00730228253800168	-4.9195683032623	82	2	0.0769230769230769	26	16543	4102,7057	MAGEA3,THBS1	MAGEA3,THBS1
GO:1903317	regulation of protein maturation	0.00730228253800168	-4.9195683032623	82	2	0.0769230769230769	26	16543	4102,7057	MAGEA3,THBS1	MAGEA3,THBS1
GO:0009408	response to heat	0.00765035873680412	-4.87300273854328	84	2	0.0769230769230769	26	16543	55107,7057	ANO1,THBS1	ANO1,THBS1
GO:0060662	salivary gland cavitation	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	7052	TGM2	TGM2
GO:0002580	regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0045964	positive regulation of dopamine metabolic process	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	2861	GPR37	GPR37
GO:0010757	negative regulation of plasminogen activation	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0043652	engulfment of apoptotic cell	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0060605	tube lumen cavitation	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	7052	TGM2	TGM2
GO:0045915	positive regulation of catecholamine metabolic process	0.00783459049487831	-4.8492066706692	5	1	0.0384615384615385	26	16543	2861	GPR37	GPR37
GO:0032103	positive regulation of response to external stimulus	0.00788213480516951	-4.84315649744141	263	3	0.115384615384615	26	16543	7052,2921,7057	TGM2,CXCL3,THBS1	TGM2,CXCL3,THBS1
GO:0048771	tissue remodeling	0.00818633225471653	-4.80528931357087	87	2	0.0769230769230769	26	16543	7052,1999	TGM2,ELF3	TGM2,ELF3
GO:0050900	leukocyte migration	0.00864165061970577	-4.75116167046532	272	3	0.115384615384615	26	16543	4680,481,2921	CEACAM6,ATP1B1,CXCL3	CEACAM6,ATP1B1,CXCL3
GO:0050896	response to stimulus	0.00932589490143382	-4.67496035007471	7347	18	0.692307692307692	26	16543	4680,7130,3489,2921,6590,481,7032,55107,1999,7057,667,2861,6447,53836,8821,4982,7052,11030	CEACAM6,TNFAIP6,IGFBP6,CXCL3,SLPI,ATP1B1,TFF2,ANO1,ELF3,THBS1,DST,GPR37,SCG5,GPR87,INPP4B,TNFRSF11B,TGM2,RBPMS	CEACAM6,TNFAIP6,IGFBP6,CXCL3,SLPI,ATP1B1,TFF2,ANO1,ELF3,THBS1,DST,GPR37,SCG5,GPR87,INPP4B,TNFRSF11B,TGM2,RBPMS
GO:0032879	regulation of localization	0.00934941435111976	-4.67244157388715	2436	9	0.346153846153846	26	16543	4680,7130,6447,2921,481,11030,55107,7057,3486	CEACAM6,TNFAIP6,SCG5,CXCL3,ATP1B1,RBPMS,ANO1,THBS1,IGFBP3	CEACAM6,TNFAIP6,SCG5,CXCL3,ATP1B1,RBPMS,ANO1,THBS1,IGFBP3
GO:0002578	negative regulation of antigen processing and presentation	0.00939441034267315	-4.66764041097375	6	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0032914	positive regulation of transforming growth factor beta1 production	0.00939441034267315	-4.66764041097375	6	1	0.0384615384615385	26	16543	7057	THBS1	THBS1
GO:0032596	protein transport into membrane raft	0.00939441034267315	-4.66764041097375	6	1	0.0384615384615385	26	16543	481	ATP1B1	ATP1B1
GO:0060056	mammary gland involution	0.00939441034267315	-4.66764041097375	6	1	0.0384615384615385	26	16543	1999	ELF3	ELF3
GO:0031987	locomotion involved in locomotory behavior	0.00939441034267315	-4.66764041097375	6	1	0.0384615384615385	26	16543	2861	GPR37	GPR37
GO:0019220	regulation of phosphate metabolic process	0.0096670496285132	-4.63903212170575	1593	7	0.269230769230769	26	16543	2861,4982,11030,7039,53836,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,GPR87,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,GPR87,IGFBP3,THBS1
GO:2000117	negative regulation of cysteine-type endopeptidase activity	0.00989259053915632	-4.61596923244369	96	2	0.0769230769230769	26	16543	4102,7057	MAGEA3,THBS1	MAGEA3,THBS1
GO:0002688	regulation of leukocyte chemotaxis	0.0100911565845814	-4.59609582436898	97	2	0.0769230769230769	26	16543	2921,7057	CXCL3,THBS1	CXCL3,THBS1
GO:0051174	regulation of phosphorus metabolic process	0.0100936982449895	-4.59584398600374	1606	7	0.269230769230769	26	16543	2861,4982,11030,7039,53836,3486,7057	GPR37,TNFRSF11B,RBPMS,TGFA,GPR87,IGFBP3,THBS1	GPR37,TNFRSF11B,RBPMS,TGFA,GPR87,IGFBP3,THBS1
GO:0032496	response to lipopolysaccharide	0.0102868678532836	-4.57688716290743	290	3	0.115384615384615	26	16543	6590,4982,2921	SLPI,TNFRSF11B,CXCL3	SLPI,TNFRSF11B,CXCL3
GO:0022612	gland morphogenesis	0.0102914982361049	-4.57643713855862	98	2	0.0769230769230769	26	16543	7052,1999	TGM2,ELF3	TGM2,ELF3
GO:0051246	regulation of protein metabolic process	0.0103091411404078	-4.5747242879724	2473	9	0.346153846153846	26	16543	2861,7039,4102,6590,4982,11030,5266,7057,3486	GPR37,TGFA,MAGEA3,SLPI,TNFRSF11B,RBPMS,PI3,THBS1,IGFBP3	GPR37,TGFA,MAGEA3,SLPI,TNFRSF11B,RBPMS,PI3,THBS1,IGFBP3
GO:0048870	cell motility	0.0103497158278369	-4.57079621589533	869	5	0.192307692307692	26	16543	667,4680,481,2921,7057	DST,CEACAM6,ATP1B1,CXCL3,THBS1	DST,CEACAM6,ATP1B1,CXCL3,THBS1
GO:0051674	localization of cell	0.0103497158278369	-4.57079621589533	869	5	0.192307692307692	26	16543	667,4680,481,2921,7057	DST,CEACAM6,ATP1B1,CXCL3,THBS1	DST,CEACAM6,ATP1B1,CXCL3,THBS1
