TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
thyroid	thyroid	0.0378599099143147	-3.27386251264609	10258	20	0.769230769230769	26	17630	4680,5097,3855,7039,2921,6590,55107,5266,7057,1999,667,53836,4102,8821,4982,1048,7052,4105,11030,3486	CEACAM6,PCDH1,KRT7,TGFA,CXCL3,SLPI,ANO1,PI3,THBS1,ELF3,DST,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,KRT7,TGFA,CXCL3,SLPI,ANO1,PI3,THBS1,ELF3,DST,GPR87,MAGEA3,INPP4B,TNFRSF11B,CEACAM5,TGM2,MAGEA6,RBPMS,IGFBP3
hand	hand	0.0532370889257528	-2.93299996527935	583	3	0.115384615384615	26	17630	667,1048,8821	DST,CEACAM5,INPP4B	DST,CEACAM5,INPP4B
central_nervous_system-thalamus-glioma-oligodendroglioma_Grade_III	central_nervous_system-thalamus-glioma-oligodendroglioma_Grade_III	0.0545943462865818	-2.90782494945753	38	1	0.0384615384615385	26	17630	7052	TGM2	TGM2
lung-carcinoma-adenocarcinoma	lung-carcinoma-adenocarcinoma	0.0577558416872237	-2.85153077993891	15800	26	1	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,481,7032,55107,5266,7057,1999,2861,667,6447,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
skin-sole-malignant_melanoma-acral_lentiginous	skin-sole-malignant_melanoma-acral_lentiginous	0.0581352240739453	-2.84498353249649	266	2	0.0769230769230769	26	17630	1048,7052	CEACAM5,TGM2	CEACAM5,TGM2
sole	sole	0.0640299735169796	-2.74840396905483	281	2	0.0769230769230769	26	17630	7052,1048	TGM2,CEACAM5	TGM2,CEACAM5
thalamus	thalamus	0.0684780431838304	-2.6812421225594	292	2	0.0769230769230769	26	17630	7052,7057	TGM2,THBS1	TGM2,THBS1
thyroid-other-neoplasm	thyroid-other-neoplasm	0.0685000461089375	-2.68092086059101	7950	16	0.615384615384615	26	17630	4680,5097,3855,2921,7039,6590,55107,5266,1999,7057,8821,4982,7052,1048,4105,3486	CEACAM6,PCDH1,KRT7,CXCL3,TGFA,SLPI,ANO1,PI3,ELF3,THBS1,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,IGFBP3	CEACAM6,PCDH1,KRT7,CXCL3,TGFA,SLPI,ANO1,PI3,ELF3,THBS1,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,IGFBP3
oesophagus-middle_third-carcinoma-squamous_cell_carcinoma	oesophagus-middle_third-carcinoma-squamous_cell_carcinoma	0.072098472053182	-2.62972242696597	3658	9	0.346153846153846	26	17630	667,2861,5097,8821,7032,1048,4105,55107,7057	DST,GPR37,PCDH1,INPP4B,TFF2,CEACAM5,MAGEA6,ANO1,THBS1	DST,GPR37,PCDH1,INPP4B,TFF2,CEACAM5,MAGEA6,ANO1,THBS1
middle_third	middle_third	0.0723088410857629	-2.62680887394953	3660	9	0.346153846153846	26	17630	667,2861,5097,8821,7032,1048,4105,55107,7057	DST,GPR37,PCDH1,INPP4B,TFF2,CEACAM5,MAGEA6,ANO1,THBS1	DST,GPR37,PCDH1,INPP4B,TFF2,CEACAM5,MAGEA6,ANO1,THBS1
breast-carcinoma-HER-positive_carcinoma	breast-carcinoma-HER-positive_carcinoma	0.0750232893064398	-2.58995668956259	2061	6	0.230769230769231	26	17630	2861,1048,3489,7039,3486,1999	GPR37,CEACAM5,IGFBP6,TGFA,IGFBP3,ELF3	GPR37,CEACAM5,IGFBP6,TGFA,IGFBP3,ELF3
HER-positive_carcinoma	HER-positive_carcinoma	0.0750232893064398	-2.58995668956259	2061	6	0.230769230769231	26	17630	2861,1048,3489,7039,3486,1999	GPR37,CEACAM5,IGFBP6,TGFA,IGFBP3,ELF3	GPR37,CEACAM5,IGFBP6,TGFA,IGFBP3,ELF3
central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-SHH_subtype	central_nervous_system-cerebellum-primitive_neuroectodermal_tumour-medulloblastoma-SHH_subtype	0.0756825795740868	-2.58120726953813	675	3	0.115384615384615	26	17630	7130,55107,7039	TNFAIP6,ANO1,TGFA	TNFAIP6,ANO1,TGFA
SHH_subtype	SHH_subtype	0.0759469935394395	-2.57771963545803	676	3	0.115384615384615	26	17630	7130,55107,7039	TNFAIP6,ANO1,TGFA	TNFAIP6,ANO1,TGFA
central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_IV	central_nervous_system-posterior_fossa-glioma-astrocytoma_Grade_IV	0.0780794882855397	-2.55002789061881	55	1	0.0384615384615385	26	17630	1048	CEACAM5	CEACAM5
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.0831215501423485	-2.48745128291429	3758	9	0.346153846153846	26	17630	667,2861,5097,7130,7039,8821,6590,7052,7057	DST,GPR37,PCDH1,TNFAIP6,TGFA,INPP4B,SLPI,TGM2,THBS1	DST,GPR37,PCDH1,TNFAIP6,TGFA,INPP4B,SLPI,TGM2,THBS1
primitive_neuroectodermal_tumour-medulloblastoma	primitive_neuroectodermal_tumour-medulloblastoma	0.0852216235116723	-2.46250008026254	16038	26	1	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,481,7032,55107,5266,7057,1999,2861,667,6447,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-Langerhans_cell_histiocytosis	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-Langerhans_cell_histiocytosis	0.0862336306304515	-2.4506950308749	61	1	0.0384615384615385	26	17630	5097	PCDH1	PCDH1
Langerhans_cell_histiocytosis	Langerhans_cell_histiocytosis	0.0862336306304515	-2.4506950308749	61	1	0.0384615384615385	26	17630	5097	PCDH1	PCDH1
scalp	scalp	0.092300558688625	-2.38270508452713	2175	6	0.230769230769231	26	17630	667,4680,5097,1048,7052,7057	DST,CEACAM6,PCDH1,CEACAM5,TGM2,THBS1	DST,CEACAM6,PCDH1,CEACAM5,TGM2,THBS1
central_nervous_system-spinal_cord-glioma-ependymoma	central_nervous_system-spinal_cord-glioma-ependymoma	0.0943184020257828	-2.36107896494719	67	1	0.0384615384615385	26	17630	667	DST	DST
prostate-adenoma	prostate-adenoma	0.0957896625084364	-2.34560050683776	1682	5	0.192307692307692	26	17630	667,4680,1048,5266,1999	DST,CEACAM6,CEACAM5,PI3,ELF3	DST,CEACAM6,CEACAM5,PI3,ELF3
haematopoietic_and_lymphoid_tissue-soft_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	haematopoietic_and_lymphoid_tissue-soft_tissue-lymphoid_neoplasm-diffuse_large_B_cell_lymphoma	0.0983349509029102	-2.31937576158562	70	1	0.0384615384615385	26	17630	667	DST	DST
chondrosarcoma	chondrosarcoma	0.100428079020378	-2.29831343930758	1216	4	0.153846153846154	26	17630	4680,11030,4102,7057	CEACAM6,RBPMS,MAGEA3,THBS1	CEACAM6,RBPMS,MAGEA3,THBS1
cortisol_producing	cortisol_producing	0.102334369230243	-2.27950969734318	73	1	0.0384615384615385	26	17630	4680	CEACAM6	CEACAM6
adrenal_gland-adrenal_gland-adrenal_cortical_adenoma-cortisol_producing	adrenal_gland-adrenal_gland-adrenal_cortical_adenoma-cortisol_producing	0.102334369230243	-2.27950969734318	73	1	0.0384615384615385	26	17630	4680	CEACAM6	CEACAM6
lung-carcinoma-mucoepidermoid_carcinoma	lung-carcinoma-mucoepidermoid_carcinoma	0.108962188954829	-2.21675434725602	78	1	0.0384615384615385	26	17630	667	DST	DST
posterior_fossa	posterior_fossa	0.110282094551296	-2.20471369997738	79	1	0.0384615384615385	26	17630	1048	CEACAM5	CEACAM5
cerebellum	cerebellum	0.110919855183704	-2.1989473638277	797	3	0.115384615384615	26	17630	7130,55107,7039	TNFAIP6,ANO1,TGFA	TNFAIP6,ANO1,TGFA
upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-mouth-carcinoma-adenoid_cystic_carcinoma	0.112114253727513	-2.18823680509139	390	2	0.0769230769230769	26	17630	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-lymph_node-carcinoma-adenoid_cystic_carcinoma	0.112114253727513	-2.18823680509139	390	2	0.0769230769230769	26	17630	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
upper_aerodigestive_tract-carcinoma	upper_aerodigestive_tract-carcinoma	0.112114253727513	-2.18823680509139	390	2	0.0769230769230769	26	17630	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	upper_aerodigestive_tract-head_neck-carcinoma-adenoid_cystic_carcinoma	0.112114253727513	-2.18823680509139	390	2	0.0769230769230769	26	17630	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
salivary_gland-carcinoma	salivary_gland-carcinoma	0.112114253727513	-2.18823680509139	390	2	0.0769230769230769	26	17630	481,7039	ATP1B1,TGFA	ATP1B1,TGFA
lung-carcinoma-mixed_small_cell_carcinoma-adenocarcinoma	lung-carcinoma-mixed_small_cell_carcinoma-adenocarcinoma	0.122076948265498	-2.10310370958365	88	1	0.0384615384615385	26	17630	8821	INPP4B	INPP4B
mixed_small_cell_carcinoma-adenocarcinoma	mixed_small_cell_carcinoma-adenocarcinoma	0.123378168154312	-2.09250110249588	89	1	0.0384615384615385	26	17630	8821	INPP4B	INPP4B
plasma_cell_myeloma	plasma_cell_myeloma	0.124032765315039	-2.08720951186978	1313	4	0.153846153846154	26	17630	5097,55107,7039,7057	PCDH1,ANO1,TGFA,THBS1	PCDH1,ANO1,TGFA,THBS1
haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-plasma_cell_myeloma	haematopoietic_and_lymphoid_tissue-lymphoid_neoplasm-plasma_cell_myeloma	0.124032765315039	-2.08720951186978	1313	4	0.153846153846154	26	17630	5097,55107,7039,7057	PCDH1,ANO1,TGFA,THBS1	PCDH1,ANO1,TGFA,THBS1
mucoepidermoid_carcinoma	mucoepidermoid_carcinoma	0.129856500206432	-2.04132528277758	94	1	0.0384615384615385	26	17630	667	DST	DST
adenoma	adenoma	0.131102534105721	-2.03177555883621	2951	7	0.269230769230769	26	17630	667,2861,4680,1048,5266,7057,1999	DST,GPR37,CEACAM6,CEACAM5,PI3,THBS1,ELF3	DST,GPR37,CEACAM6,CEACAM5,PI3,THBS1,ELF3
central_nervous_system-brain-glioma-astrocytoma_Grade_II	central_nervous_system-brain-glioma-astrocytoma_Grade_II	0.137114797538454	-1.98693676579138	441	2	0.0769230769230769	26	17630	4982,5097	TNFRSF11B,PCDH1	TNFRSF11B,PCDH1
central_nervous_system-thalamus-glioma-astrocytoma_Grade_IV	central_nervous_system-thalamus-glioma-astrocytoma_Grade_IV	0.137569743901773	-1.98362426209581	100	1	0.0384615384615385	26	17630	7057	THBS1	THBS1
thyroid-carcinoma-anaplastic_carcinoma	thyroid-carcinoma-anaplastic_carcinoma	0.13799492696634	-1.98053835561412	880	3	0.115384615384615	26	17630	5097,7052,7057	PCDH1,TGM2,THBS1	PCDH1,TGM2,THBS1
anaplastic_carcinoma	anaplastic_carcinoma	0.13799492696634	-1.98053835561412	880	3	0.115384615384615	26	17630	5097,7052,7057	PCDH1,TGM2,THBS1	PCDH1,TGM2,THBS1
prostate-carcinoma	prostate-carcinoma	0.140521008676642	-1.9623982734389	9331	17	0.653846153846154	26	17630	5097,7130,3489,3855,7039,481,7057,1999,2861,667,6447,8821,4982,7052,11030,4105,3486	PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,ATP1B1,THBS1,ELF3,GPR37,DST,SCG5,INPP4B,TNFRSF11B,TGM2,RBPMS,MAGEA6,IGFBP3	PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,ATP1B1,THBS1,ELF3,GPR37,DST,SCG5,INPP4B,TNFRSF11B,TGM2,RBPMS,MAGEA6,IGFBP3
central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-desmoplastic	central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-desmoplastic	0.145623381847402	-1.92673156650141	15423	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma	central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma	0.145623381847402	-1.92673156650141	15423	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-classic	central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-classic	0.145623381847402	-1.92673156650141	15423	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	central_nervous_system-medulla-primitive_neuroectodermal_tumour-medulloblastoma-large_cell	0.145623381847402	-1.92673156650141	15423	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
classic	classic	0.14580969581467	-1.92545296083217	15424	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
neoplasm	neoplasm	0.146369873005535	-1.92161848411298	15427	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,481,7032,55107,5266,7057,1999,2861,667,6447,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,ANO1,PI3,THBS1,ELF3,GPR37,DST,SCG5,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
medulla	medulla	0.146557011069934	-1.92034077216484	15428	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
desmoplastic	desmoplastic	0.146744355585089	-1.91906328380691	15429	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,7032,481,55107,5266,7057,1999,2861,667,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,TFF2,ATP1B1,ANO1,PI3,THBS1,ELF3,GPR37,DST,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
breast-carcinoma-ductal_carcinoma	breast-carcinoma-ductal_carcinoma	0.148629192922292	-1.90630071294916	15439	25	0.961538461538462	26	17630	4680,5097,7130,3489,3855,7039,2921,6590,481,7032,5266,7057,1999,2861,667,6447,4102,53836,8821,4982,7052,1048,4105,11030,3486	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3	CEACAM6,PCDH1,TNFAIP6,IGFBP6,KRT7,TGFA,CXCL3,SLPI,ATP1B1,TFF2,PI3,THBS1,ELF3,GPR37,DST,SCG5,MAGEA3,GPR87,INPP4B,TNFRSF11B,TGM2,CEACAM5,MAGEA6,RBPMS,IGFBP3
